id;title;original_language;release_date;popularity;vote_average;runtime;genre_names;;;
23216;Death Rider in the House of Vampires;en;27/08/2021;1.798;3;92;Horror, Western;;;
23217;Scraps;en;02/01/2020;0.6;6;4;Crime, Horror, Science Fiction;;;
23218;Welcome to the Circle;en;28/02/2020;2.771;5;99;Horror;;;
23219;Zombie Bride;ja;03/04/2013;2.01;0;74;Horror;;;
23220;Astral Seyahat;tr;31/05/2019;0.6;3;0;Horror;;;
23221;The Innocents;no;03/09/2021;25.973;7;117;Drama, Horror, Thriller;;;
23222;Pee Nak 2;th;20/02/2020;3.787;5;114;Comedy, Horror;;;
23223;Camp Blood 8: Revelations;en;01/01/2020;2.039;2.9;82;Comedy, Horror;;;
23224;Moorland;en;14/10/2014;0.6;0;104;Horror;;;
23225;Snow Monster;zh;11/09/2019;3.17;4;83;Horror;;;
23226;The Summers of IT: Chapter Two;en;10/12/2019;10.636;7.4;169;Drama, Fantasy, Horror;;;
23227;The Escape;es;21/12/2017;0.6;0.5;11;Horror;;;
23228;Night Call;en;07/02/1964;0.6;8;25;Horror;;;
23229;Chromophobia;en;13/10/2019;0.6;5;15;Horror;;;
23230;Instapocalypse;no;28/09/2016;0.6;0;4;Comedy, Horror;;;
23231;Pay To View;en;14/01/2020;0.6;0;6;Horror;;;
23232;U-Turn;tl;30/10/2020;1.2;5.7;120;Horror, Mystery, Thriller;;;
23233;Nightshift;tl;22/01/2020;0.785;6;95;Horror;;;
23234;The After Party;en;01/10/2016;1.097;0;17;Horror;;;
23235;Stethoscope;en;12/12/2001;0.6;0;16;Comedy, Horror;;;
23236;Lake Artifact;en;28/08/2019;1.877;3.7;96;Comedy, Horror, Science Fiction, Thriller;;;
23237;Ghost of Machine;ko;01/06/2016;0.6;0;25;Horror, Science Fiction;;;
23238;BOB;de;13/09/2020;0.6;0;14;Drama, Horror, Mystery;;;
23239;The Grandmother;es;28/01/2022;381.305;5.9;100;Drama, Horror;;;
23240;The Theatre of Terror;en;12/01/2019;0.6;2;90;Horror;;;
23241;The Swarm;fr;14/10/2020;7.182;5.8;101;Horror;;;
23242;Alone;en;16/10/2020;12.788;6;92;Horror, Thriller;;;
23243;Tainted;en;10/01/2019;0.6;0;18;Horror;;;
23244;Suraya;ms;09/01/2020;0.6;0;82;Horror, Thriller;;;
23245;The Real Ghosts;th;20/06/2019;0.6;0;84;Horror;;;
23246;Human Bone Curse;zh;22/11/2019;0.736;0;93;Horror, Romance;;;
23247;Spacca La Testa;it;20/02/2020;0.6;7;19;Drama, Horror;;;
23248;Gravedigger Dave’s Halfway House;en;28/03/2020;0.859;0;72;Horror;;;
23249;Brother;ja;29/08/2016;0.6;6;7;Horror;;;
23250;Mr. Yamauchi Ozawa;ja;01/07/2015;0.6;5;5;Horror;;;
23251;Transmission;ja;10/04/2019;0.6;0;10;Horror, Mystery;;;
23252;The Room;ja;24/10/2014;0.6;3.5;5;Horror;;;
23253;11:55PM;ko;03/08/2018;0.84;6;12;Horror;;;
23254;The Conduit;en;07/10/2018;0.6;0;26;Fantasy, Horror, Science Fiction;;;
23255;Red Canopy;en;01/03/2006;0.6;0;83;Horror, Thriller;;;
23256;Sleepwalker;en;01/01/2020;0.723;5.7;4;Horror;;;
23257;The Once and Future Smash;en;29/08/2022;2.534;0;0;Comedy, Horror;;;
23258;None Shall Sleep;da;16/11/2019;0.763;5.8;0;Horror, Thriller;;;
23259;Kiki: Lanet-i Cin;tr;14/02/2020;0.937;3;85;Horror;;;
23260;Interment;en;25/05/2019;0.6;5;61;Horror;;;
23261;Sin;en;;;;;;;;
23262;Achilles' Nose;tr;20/06/2021;0.6;0;8;Comedy, Drama, Fantasy, Horror, Thriller;;;
23263;Experiment 17;en;07/10/2005;0.6;5;5;Horror;;;
23264;Experiment 18: Das Hexenhammer-Projekt;de;07/10/2007;0.6;4;10;Horror;;;
23265;The Loop;en;09/01/2020;0.61;0;7;Drama, Horror, Mystery;;;
23266;I Know When You Are Going to Die;id;05/03/2020;0.727;4.3;92;Horror;;;
23267;2% Evil;en;08/11/2016;0.6;0;12;Horror;;;
23268;Bleed 4 Me;en;30/11/2011;0.6;0;0;Horror;;;
23269;The Dawn;en;10/01/2020;4.919;6.7;90;Drama, Horror, Mystery, Thriller;;;
23270;Angels Fallen;en;14/01/2020;7.227;5.6;86;Fantasy, Horror, Science Fiction;;;
23271;Geri Döndü;tr;12/05/2017;0.6;0;0;Horror;;;
23272;I Blame Society;en;27/01/2020;3.809;5.7;84;Comedy, Horror;;;
23273;Inside the Human Lab;en;03/05/2018;0.6;7;4;Animation, Horror;;;
23274;Texas Death Trippin';en;01/12/2019;0.747;2.3;62;Comedy, Horror;;;
23275;The Ash: Safe Haven;en;01/06/2019;0.6;7.7;16;Horror;;;
23276;Savage Creatures;en;07/01/2020;2.969;5.5;75;Horror;;;
23277;Paranóia;pt;07/12/2019;1.111;0;0;Horror;;;
23278;Seven Boxes;en;16/07/2022;0.914;0;90;Horror;;;
23279;The Smudging;en;01/05/2016;0.6;0;95;Horror, Thriller;;;
23280;De Vlieg;en;17/04/1985;0.6;0;20;Horror;;;
23281;The Prodigal Son;en;27/04/1995;0.6;2;29;Horror;;;
23282;The Priest;ml;11/03/2021;0.912;5.8;140;Drama, Horror;;;
23283;Hellthy;en;31/10/2019;0.6;0;95;Drama, Horror, Mystery;;;
23284;Sobre tus Huellas;es;23/03/2018;0.84;5;0;Horror, Thriller;;;
23285;America the Violent;en;01/01/1996;0.6;0;75;Horror;;;
23286;Evil Brew;en;12/07/2012;0.6;0;60;Horror;;;
23287;OCUPADO;en;27/01/2020;0.6;0;5;Horror;;;
23288;Sunburn;en;30/11/2018;0.6;3;85;Horror, Mystery, Thriller;;;
23289;Grindsploitation 666;en;01/10/2018;0.6;0;129;Horror;;;
23290;Android Re-Enactment;en;28/08/2011;1.471;4.7;91;Comedy, Horror, Science Fiction;;;
23291;Seance;en;15/04/2019;0.6;0;7;Comedy, Horror;;;
23292;Amy;en;19/08/2010;0.6;8;4;Animation, Horror;;;
23293;Wash;en;11/10/2019;0.6;7;7;Horror;;;
23294;Tempura;ja;01/03/2014;0.6;0;3;Animation, Horror;;;
23295;Hunger;fr;12/07/2019;0.6;0;4;Horror;;;
23296;Dying Breath;en;13/05/2016;0.6;0;18;Horror;;;
23297;Home with a View of the Monster;en;07/06/2019;1.702;5;98;Drama, Horror, Mystery;;;
23298;Boneyard;en;14/01/2020;0.6;5;97;Horror, Thriller;;;
23299;Cupid;en;11/02/2020;2.317;3.8;83;Horror;;;
23300;Terrifier 2;en;06/10/2022;109.994;8;138;Horror, Thriller;;;
23301;Lisa;ml;08/12/1978;0.661;6;135;Drama, Horror;;;
23302;Censor;en;11/06/2021;9.759;5.9;84;Horror, Mystery;;;
23303;Inside an Old Grave;zh;19/02/1991;2.064;0;96;Fantasy, Horror, Mystery, Romance;;;
23304;Killer Shrimps;en;01/01/2004;0.6;0;80;Horror, Thriller;;;
23305;Sleep;de;29/10/2020;2.869;5.4;102;Horror;;;
23306;Gece Seansı;tr;23/09/2016;0.6;0;0;Horror;;;
23307;Prazer Macabro;en;01/01/1997;0.6;0;9;Horror;;;
23308;Lycanthrophobia;en;20/06/1998;0.6;0;15;Horror;;;
23309;Howard - Verinen iltapäivä;en;26/01/1997;0.6;0;30;Horror;;;
23310;Fat Ass Zombies;en;18/02/2020;47.937;4.8;88;Comedy, Horror;;;
23311;Best Friends Forever;en;27/10/2018;0.6;6;13;Horror;;;
23312;The Unseen;en;10/10/2020;0.6;0;10;Horror;;;
23313;The Lake;en;01/01/1978;0.698;6;33;Horror;;;
23314;Meathook Massacre IV;en;15/02/2018;0.6;0;0;Horror;;;
23315;Meathook Massacre: The Final Chapter;en;13/06/2019;0.6;0;70;Horror;;;
23316;The Cannibal Killer: The Real Story of Jeffrey Dahmer;en;15/01/2020;69.461;2;0;Horror;;;
23317;Another Plan from Outer Space;en;08/09/2018;1.914;5.5;0;Horror, Science Fiction;;;
23318;The Crow and The Raven;en;02/03/2012;0.843;0;2;Animation, Horror;;;
23319;Who;th;16/01/2020;0.6;0;115;Horror, Thriller;;;
23320;Population Zero;de;14/02/2015;0.6;0;0;Action, Adventure, Horror;;;
23321;Solar Deity;en;15/10/2019;0.6;0;1;Drama, Family, Horror;;;
23322;(R)eliving the (E)xecution of (M)yself;en;28/11/2019;0.6;0;5;Drama, Horror, Thriller;;;
23323;Cruel Peter;en;06/02/2020;3.248;5;95;Horror;;;
23324;Skeleton;en;17/05/2019;0.6;0;11;Drama, Horror, Mystery;;;
23325;#funnyFACE;en;19/11/2015;0.6;0;75;Comedy, Horror;;;
23326;Kill It and Leave This Town;pl;02/03/2021;1.315;6.6;88;Animation, Horror;;;
23327;Raising Hell;en;21/10/2003;0.6;0;85;Horror, Thriller;;;
23328;11:05;en;17/05/2019;0.6;0;8;Horror;;;
23329;Seagrass;en;07/07/2019;0.6;6;3;Horror;;;
23330;Box Cutter;en;18/01/2020;0.6;0;11;Horror, Mystery;;;
23331;Dr. Sadismo's Theatre of the Macabre;en;01/01/1986;0.6;10;12;Horror;;;
23332;A Love Story;en;20/06/2018;0.6;5.3;3;Horror;;;
23333;Ghibah;id;30/07/2021;1.4;5.5;93;Comedy, Horror;;;
23334;Ixtab;en;01/02/2011;0.6;0;0;Horror;;;
23335;Ashes To Ashes;en;01/01/1993;0.6;0;77;Horror;;;
23336;Crisp.;en;12/01/2020;0.638;10;8;Horror, Mystery, Thriller;;;
23337;The Things that Haunt Us;en;27/10/2019;0.6;0;104;Horror;;;
23338;Night of the Living Jews;en;31/10/2008;0.6;3.5;20;Comedy, Horror;;;
23339;The Knife;en;26/11/2021;0.6;0;4;Horror, Mystery, Science Fiction, Thriller;;;
23340;A Ghost Waits;en;03/05/2020;1.413;5.4;80;Comedy, Horror, Romance;;;
23341;Telunjuk Iblis;ms;18/01/2020;0.665;0;96;Horror, Thriller;;;
23342;The Mirror;zh;27/09/2015;0.632;0;90;Horror;;;
23343;Misteri Bilik Bawah;ms;18/01/2020;0.608;0;100;Drama, Horror;;;
23344;Lost in the Cave Dwelling;zh;27/12/2019;0.6;1;86;Horror;;;
23345;Kajeng Kliwon;id;13/02/2020;0.6;0;75;Horror;;;
23346;Red Moon Tide;gl;25/08/2020;0.696;6.1;84;Drama, Fantasy, Horror;;;
23347;Abidance;en;30/10/2019;0.6;9;13;Horror;;;
23348;Tales From Deep Hell;it;10/10/2018;0.6;0;0;Horror;;;
23349;Seeker;en;18/10/2018;0.6;10;17;Horror, Thriller;;;
23350;Black Maiden: Chapter A;ja;16/08/2019;1.065;4;78;Horror;;;
23351;Black Maiden: Chapter Q;ja;31/05/2019;0.6;5.6;80;Horror;;;
23352;Be Good;fr;25/07/2019;0.6;0;12;Comedy, Horror;;;
23353;A Common Crime;es;08/04/2021;0.69;4;96;Crime, Drama, Horror, Thriller;;;
23354;Haunted City;zh;12/08/2016;0.6;4;66;Horror;;;
23355;Festival Of Fright;en;31/10/2006;0.6;0;70;Horror;;;
23356;Carrion;en;09/03/2017;0.6;0;10;Horror, Thriller;;;
23357;The Mauling;en;09/03/2017;0.6;0;10;Horror, Thriller;;;
23358;Papa-Figo;pt;07/05/2018;0.6;0;16;Fantasy, Horror, Thriller;;;
23359;Nightmare Weaver;en;06/06/2017;1.4;0;5;Fantasy, Horror;;;
23360;Roh Mati Paksa;id;21/10/2021;0.6;5;90;Horror;;;
23361;The Search For ‘Squatch;en;21/08/2018;0.6;10;13;Adventure, Comedy, Horror;;;
23362;Hamlet;en;19/11/2005;0.6;2;93;Crime, Drama, Horror, Mystery;;;
23363;An Evening in Green;xx;08/07/1994;0.6;6;4;Comedy, Horror;;;
23364;Sonríe;eo;23/10/2012;138.633;2;0;Horror;;;
23365;Tingle Monsters;en;14/09/2019;0.6;7;10;Horror, Thriller;;;
23366;Can You Imagine;hi;25/07/2020;0.614;0;0;Horror;;;
23367;06:14;en;30/05/2013;0.6;0;9;Horror, Mystery;;;
23368;Mousetrap;en;01/04/2007;0.6;0;2;Comedy, Horror;;;
23369;Spirit Heart;ja;;;;;;;;
23370;Devil's Trade;en;06/06/2007;0.6;0;24;Horror;;;
23371;Save Me;ko;01/01/2010;0.6;8;10;Horror, Mystery, Romance, Thriller;;;
23372;Him;ja;27/10/2017;0.6;0;4;Horror;;;
23373;Jabberwocky;en;01/01/2012;0.6;0;8;Fantasy, Horror, Science Fiction;;;
23374;Leak (Penangkeb);en;14/03/2019;0.6;0;75;Horror;;;
23375;Perfect;en;11/09/2003;0.6;0;15;Drama, Horror;;;
23376;A Little More Flesh;en;14/03/2020;0.6;0;75;Horror;;;
23377;Black Lake;en;;;;;;;;
23378;Shotgun;en;01/01/2016;0.6;0;89;Action, Drama, Horror;;;
23379;Pictures;en;21/10/2015;0.6;6.5;8;Horror, Thriller;;;
23380;12 Hour Shift;en;02/10/2020;38.37;5.4;88;Comedy, Crime, Horror, Thriller;;;
23381;Uncle Peckerhead;en;11/08/2020;5.436;6;97;Comedy, Horror, Music;;;
23382;Dead Earth;en;28/01/2020;2.325;3.9;80;Action, Drama, Horror, Thriller;;;
23383;Francis;en;22/08/2019;0.6;0;6;Horror;;;
23384;The Scoop;en;16/11/2018;0.6;0;17;Comedy, Horror;;;
23385;Blood Sings;pt;29/01/2020;0.6;2.5;88;Drama, Fantasy, Horror;;;
23386;Greywood's Plot;en;18/10/2019;1.456;0;85;Comedy, Horror;;;
23387;Biters;en;25/01/2020;0.6;6;12;Horror;;;
23388;The Devil's Asshole;en;13/11/2019;0.6;0;5;Comedy, Horror;;;
23389;Steel Cut Oats;en;10/10/2019;0.6;0;15;Animation, Horror;;;
23390;Schizo (Redux);en;01/01/2004;0.6;0;22;Horror;;;
23391;Nightshift;ko;27/01/2019;0.6;0;2;Horror;;;
23392;Bodysnatcher;it;16/07/2011;0.6;0;29;Horror;;;
23393;Nightmare;ar;01/01/1989;1.09;0;95;Horror;;;
23394;The Stubermensch;en;24/01/2020;0.6;0;2;Comedy, Documentary, Horror;;;
23395;Primitiva;en;19/08/2019;0.972;0;69;Comedy, Horror;;;
23396;The Bystander;zh;23/03/2018;0.6;0;82;Horror, Mystery, Thriller;;;
23397;DAU. Degeneration;ru;28/02/2020;2.31;6.6;369;Drama, Horror, Thriller;;;
23398;The Texas Chainsaw Manicure;en;23/06/2007;2.511;1;7;Comedy, Horror;;;
23399;Insect Inside;en;31/10/2015;0.6;0;10;Comedy, Horror;;;
23400;The Reunion;en;15/09/2015;0.6;0;7;Drama, Horror;;;
23401;Death Muffins;en;13/11/2013;0.6;0;7;Comedy, Horror;;;
23402;The Cool Kids;en;21/01/2020;0.6;0;62;Horror;;;
23403;A Warning to the Curious;en;28/02/2013;0.6;0;80;Horror;;;
23404;Locksmiths;en;01/01/2015;0.6;6.5;16;Drama, Horror, Thriller;;;
23405;Free as Dead;fr;15/05/2016;0.6;0;21;Horror;;;
23406;A Ópera do Cemitério;pt;09/06/2013;0.6;0;52;Comedy, Horror, Music, TV Movie;;;
23407;Spirit: The Beginning of Fear;ko;13/02/2020;0.761;3.7;80;Horror;;;
23408;Luzern Viper;de;27/10/1988;0.6;0;2;Horror;;;
23409;Suzzanna: Santet Ilmu Pelebur Nyawa;id;18/11/2021;0.697;0;0;Horror;;;
23410;Alien Outbreak;en;11/02/2020;18.908;3.9;84;Horror, Science Fiction;;;
23411;Trancados;pt;17/04/2018;0.6;0;0;Horror;;;
23412;The Erl King;en;29/02/2020;0.84;0;13;Horror;;;
23413;Multiplex;en;03/03/2020;0.6;0;19;Action, Adventure, Comedy, Fantasy, Horror, Music, Science Fiction;;;
23414;La Blessure, la tragédie des harkis;fr;20/09/2010;0.6;0;0;Documentary, Horror;;;
23415;Eye of the Sandman;en;01/06/2010;0.629;5;75;Comedy, Horror;;;
23416;Hangman's Knot;ja;25/08/2018;0.6;0;87;Horror;;;
23417;Paranormal Shades;en;17/10/2016;0.6;0;77;Comedy, Horror, Mystery;;;
23418;Backwoods;en;05/10/2019;0.6;0;15;Horror;;;
23419;The Grot in the Grotto;en;01/12/2016;0.6;5.7;7;Comedy, Horror;;;
23420;Madame;fr;29/05/2019;1.181;0;23;Comedy, Crime, Horror;;;
23421;The Quarry;en;04/04/2011;0.6;3;73;Horror;;;
23422;When My Door Is Locked, Who Will Answer?;en;24/08/2020;0.6;0;3;Horror;;;
23423;Hunger;es;02/10/2020;0.6;0;108;Drama, Horror;;;
23424;EGUM;pt;28/01/2020;0.6;0;23;Drama, Horror;;;
23425;Fire Fighter;id;01/01/1989;0.6;0;82;Action, Adventure, Fantasy, Horror;;;
23426;The Doctor's Monster;en;01/01/2020;0.6;4;73;Horror;;;
23427;End of the Road;en;16/08/2015;1.4;0;12;Action, Fantasy, Horror;;;
23428;Road Head;en;07/03/2020;2.535;3.7;84;Comedy, Horror;;;
23429;Skin;tr;01/02/2020;0.6;5.7;90;Drama, Horror, Romance;;;
23430;The End Of Death;en;;;;;;;;
23431;The Doll Comes Home;de;08/10/2019;0.6;0;91;Comedy, Horror, Mystery, Thriller;;;
23432;Blood Eagle;en;06/10/2019;0.6;6;14;Horror;;;
23433;El caníbal de la Guerrero parte 2;es;01/01/2009;1.022;5.5;90;Crime, Horror, Thriller;;;
23434;Metamorphosis;es;21/08/2019;0.6;5;0;Horror;;;
23435;Night Teeth;en;20/10/2021;47.405;6.5;107;Action, Horror, Thriller;;;
23436;Sungazer;en;09/02/2020;0.866;0;9;Horror;;;
23437;Grandma's House;en;20/10/2018;0.6;10;0;Horror;;;
23438;Covenant;en;27/10/2018;1.64;8;85;Horror, Thriller;;;
23439;Monster Pool: Chapter Four;ru;25/10/2018;0.6;0;0;Horror;;;
23440;Broil;en;13/10/2020;3.308;4.9;99;Fantasy, Horror, Thriller;;;
23441;CORRIDOR;en;13/07/2019;0.6;0;28;Horror;;;
23442;Before the Night Is Over;en;15/02/2020;1.111;2;74;Comedy, Horror, Thriller;;;
23443;Force to Fear;en;05/09/2020;0.955;0;77;Horror, Thriller;;;
23444;Sandimuni;ta;07/02/2020;0.84;0;140;Comedy, Horror;;;
23445;Welcome to Darkmoor;en;01/10/2019;0.6;6;13;Animation, Horror, Thriller;;;
23446;Kaaal;mr;31/01/2020;0.6;0;109;Drama, Horror, Thriller;;;
23447;Mukuro Trilogy;ja;09/07/2015;0.6;0;70;Horror;;;
23448;Real Thing;en;18/02/2007;0.6;0;5;Horror;;;
23449;A World of Your Own;en;30/11/2020;0.617;0;15;Drama, Horror, Mystery;;;
23450;Six;id;15/11/2007;0.6;1;97;Horror;;;
23451;Pocong vs Kuntilanak;id;06/11/2008;0.6;6.3;90;Horror;;;
23452;Tremors: Shrieker Island;en;20/10/2020;12.03;6.4;103;Action, Horror;;;
23453;Lucky;en;23/08/2020;10.412;5.3;83;Drama, Fantasy, Horror;;;
23454;Psycho Goreman;en;29/10/2020;38.776;6;95;Comedy, Horror, Science Fiction;;;
23455;Witch Hunt;en;01/10/2021;65.909;6.9;92;Drama, Fantasy, Horror, Thriller;;;
23456;My Valentine;en;07/02/2020;5.373;5.9;79;Horror, Thriller;;;
23457;Possum;en;01/01/1997;0.6;0;19;Drama, Horror;;;
23458;Torching the Dusties;en;25/08/2019;0.6;0;14;Horror, Science Fiction;;;
23459;Altitude;en;02/05/2019;0.98;6;11;Horror;;;
23460;Pepper;en;07/02/2020;0.6;0;7;Horror;;;
23461;Zombiosis;es;01/12/2018;0.6;0;9;Horror, Romance;;;
23462;Seven Levels Deep;de;07/02/2020;0.6;0;6;Horror;;;
23463;Infernal Requiem;it;07/02/2020;0.6;0;14;Horror;;;
23464;Girl in the Shed;en;07/02/2020;0.6;0;6;Comedy, Horror;;;
23465;Mother's Gut;en;07/02/2020;0.6;0;10;Horror;;;
23466;Guerreros diabólicos;es;01/01/1991;0.6;5;0;Horror;;;
23467;Infiltration;en;09/02/2020;0.6;0;14;Horror, Thriller;;;
23468;Ghost Painter;id;16/10/2020;0.6;7.3;97;Comedy, Horror;;;
23469;Cripta;it;08/02/2019;0.6;0;0;Horror;;;
23470;Safe Space;en;19/06/2019;0.6;0;13;Comedy, Horror;;;
23471;Gaslight;en;27/06/2019;0.6;2;16;Horror;;;
23472;The Grotesque World of Jimmy the Bean;en;18/12/2019;0.6;0;87;Horror;;;
23473;Parasite;en;13/08/2015;0.906;6.8;8;Horror;;;
23474;Minuit Quarante;en;31/05/2014;0.6;0;5;Horror;;;
23475;Schattenmoor;de;11/12/2019;1.4;7;102;Horror, Mystery, Thriller, TV Movie;;;
23476;Sanzaru;en;26/01/2020;1.915;0;100;Drama, Horror, Thriller;;;
23477;Popsy;fr;29/10/2016;0.6;0;18;Fantasy, Horror;;;
23478;Vardøger;fr;22/10/2016;0.6;0;15;Horror, Mystery;;;
23479;Karem, La Posesion;es;31/12/2021;4.236;4;90;Horror;;;
23480;World of Death;en;01/01/2016;1.178;5;142;Horror, Science Fiction;;;
23481;Satanic Panic '87;en;30/10/2019;0.6;4.4;4;Comedy, Horror;;;
23482;Running Man;en;22/09/2019;0.6;3.5;15;Drama, Horror;;;
23483;Swipe;en;29/10/2019;0.6;8;6;Horror;;;
23484;Luperca Returns;en;14/12/2019;0.6;0;10;Horror, Thriller;;;
23485;Bone Breaker;en;09/02/2020;2.856;4.3;74;Horror, Thriller;;;
23486;Off Course;en;04/04/2018;0.6;10;9;Horror, Thriller;;;
23487;Bigfoot's Bride;en;07/02/2020;1.866;4;78;Horror;;;
23488;Boys' Club;en;31/05/2019;0.6;6.8;10;Horror;;;
23489;The Vegan Vampire;en;20/04/2010;0.6;0;11;Horror;;;
23490;Double Tap;en;15/03/2020;0.729;5.8;3;Comedy, Horror;;;
23491;Chompy & The Girls;en;14/09/2021;10.886;5.4;89;Comedy, Horror;;;
23492;The Turn of the Screw;en;12/08/1989;0.6;6;56;Drama, Horror, TV Movie;;;
23493;About Family;es;20/02/2017;0.848;0;25;Drama, Horror;;;
23494;Agramon's Gate;en;27/04/2019;2.273;5.5;110;Horror, Mystery, Thriller;;;
23495;Flickan med videokameran;sv;15/12/2011;0.6;0;74;Horror;;;
23496;The Sinners;en;01/03/2020;3.097;4.8;99;Horror, Thriller;;;
23497;Darkness Comes;en;01/12/2013;0.6;6.5;7;Drama, Horror, Thriller;;;
23498;Macabre chronicle of a daily night;es;10/10/2020;0.6;9;25;Comedy, Fantasy, Horror;;;
23499;Primo Alieno;it;11/02/2020;0.6;0;7;Horror, Mystery, Science Fiction;;;
23500;Requiem;en;01/01/1968;0.6;0;18;Horror;;;
23501;Ron Rico;en;01/01/1969;0.6;0;19;Horror;;;
23502;Gremlins: Recall;en;06/12/2017;2.081;4.3;11;Horror;;;
23503;Carved;en;28/09/2015;0.6;7;12;Horror;;;
23504;LVRS;en;18/09/2018;0.6;4.3;12;Horror;;;
23505;Executioner: The Musical;en;15/10/1989;0.6;10;25;Comedy, Horror;;;
23506;Jamie;en;27/07/2018;0.6;0;11;Horror;;;
23507;Lady Plastic;ja;29/09/2001;0.6;0;111;Horror;;;
23508;Brain Freeze;fr;29/10/2021;10.717;4.9;91;Comedy, Horror;;;
23509;The Dead Enders;en;20/02/2017;0.6;0;25;Horror;;;
23510;The Deep House;en;30/06/2021;115.268;6.3;81;Horror;;;
23511;Insanity;fi;14/02/2020;0.699;3;75;Drama, Horror;;;
23512;Till Death;en;02/07/2021;22.651;6.8;89;Horror, Thriller;;;
23513;The Candy Witch;en;04/06/2020;19.328;5.9;94;Horror;;;
23514;Die Papsttochter;de;14/02/2020;0.6;1;92;Crime, Horror;;;
23515;Tokoloshe: An African Curse;en;14/02/2020;0.6;0;75;Horror;;;
23516;Djoerig Salawe;id;22/07/2021;0.6;0;0;Comedy, Horror;;;
23517;Denomination: Dread;en;19/02/2020;0.6;10;13;Horror;;;
23518;Sola en la Noche;en;25/06/2009;0.6;0;6;Horror, Mystery;;;
23519;Delirium;en;14/11/2014;0.6;0;10;Horror;;;
23520;Don't Speak;en;10/03/2020;4.151;5.2;84;Horror;;;
23521;Delusion;en;31/10/1980;0.6;9;12;Horror, Thriller;;;
23522;The GMod Paranormal;en;11/01/2018;0.85;0;32;Animation, Comedy, Horror;;;
23523;Spirits in the Dark;en;10/02/2020;1.378;5;70;Drama, Horror, Mystery;;;
23524;Phantasm;ja;22/09/2014;0.6;2;72;Horror, Thriller;;;
23525;Atanker Choya;bn;31/12/2019;0.6;0;100;Adventure, Fantasy, Horror;;;
23526;怖譚-コワタン-;ja;17/01/2013;0.6;0;72;Horror, Thriller;;;
23527;The Secret of the Count of Kaunitz;en;10/09/1977;0.6;5;37;Crime, Horror, Mystery;;;
23528;Rustles;tl;07/08/2022;2.965;0;100;Drama, Horror, Thriller;;;
23529;The Clown Statue;en;30/11/2012;0.6;8;5;Horror;;;
23530;Vera;es;01/01/2013;0.6;5;98;Drama, Horror;;;
23531;Zone 2;en;23/04/2015;0.6;6.5;8;Drama, Horror, Science Fiction;;;
23532;The Jelly Wrestler;en;01/02/2013;0.665;5;15;Comedy, Horror;;;
23533;Aztech;en;20/11/2020;19.939;5.3;90;Fantasy, Horror, Science Fiction;;;
23534;Midnight Women;es;01/01/1990;0.802;4.5;90;Comedy, Horror;;;
23535;The Nightmare;ko;12/03/2020;0.703;3;100;Horror, Mystery, Thriller;;;
23536;Дьявольское ограбление;en;24/02/2020;0.6;5;79;Horror;;;
23537;Hantu Ustazah Supiah;ms;15/02/2020;0.6;0;85;Comedy, Horror;;;
23538;The Offerings;en;27/11/2015;0.6;0;120;Horror;;;
23539;Devil's Night;en;18/06/2018;0.6;10;10;Fantasy, Horror, Mystery, Science Fiction, Thriller;;;
23540;Abducted;en;20/11/2018;0.6;0;2;Horror, Mystery, Science Fiction;;;
23541;NONOMNIBUSDORMIO;en;11/09/2018;0.6;10;10;Horror, Mystery;;;
23542;Virus: Extreme Contamination;en;03/03/2016;1.4;0;90;Horror;;;
23543;Clown Fear;en;18/02/2020;2.148;3.8;109;Horror;;;
23544;Submission;en;06/09/2019;1.4;0;60;Horror;;;
23545;Knife;en;19/04/2019;0.6;10;4;Horror, Thriller;;;
23546;Ouija Shark;en;07/03/2020;4.374;4.9;70;Comedy, Horror;;;
23547;Family;en;21/03/2020;0.6;0;11;Drama, Horror;;;
23548;Walking Dead - Tomate;id;14/04/2022;3.01;2;79;Horror;;;
23549;The Oval Portrait;en;27/04/2019;0.84;5;20;Horror, Mystery, Thriller;;;
23550;Sacrilege;en;06/03/2020;2.146;5.9;83;Horror;;;
23551;The Deep Ones;en;23/04/2021;3.052;4.2;83;Horror, Science Fiction;;;
23552;Christmas at Dracula's;en;01/03/2015;0.6;0;98;Comedy, Horror;;;
23553;Qarakoz;ru;26/03/2020;0.6;3.7;104;Horror;;;
23554;Selfie;en;13/03/2020;0.6;6;9;Horror;;;
23555;Frank & Zed;en;08/03/2020;2.157;6.5;90;Animation, Horror;;;
23556;Litchi Hikari Club Stage Play;ja;26/04/2013;0.6;0;110;Drama, Horror, Music;;;
23557;Schizophrenic Building;es;30/10/2019;0.6;0;3;Drama, Horror;;;
23558;Kalispell;en;04/11/2019;0.6;0;11;Crime, Horror, Thriller;;;
23559;Sludge Warriors;en;24/11/2019;0.6;0;106;Horror;;;
23560;Expira;es;11/12/2020;0.616;5;82;Horror;;;
23561;The Exorcism of Carmen Farias;es;05/05/2021;86.707;6.1;93;Horror;;;
23562;MexZombies;es;31/12/2021;2.744;2;93;Horror, Thriller;;;
23563;M.O.M. Mothers of Monsters;ko;13/03/2020;3.739;5.9;98;Drama, Horror, Thriller;;;
23564;ClownDoll;en;22/12/2020;0.957;2;92;Horror;;;
23565;Hollow;en;20/02/2020;0.6;0;10;Fantasy, Horror;;;
23566;Lingering;ko;29/04/2020;2.113;6.3;101;Horror, Mystery;;;
